Headline,Sentiment,Sector
Government spending bill is expected to stimulate the economy,Positive,Telecommunications
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Positive,Transportation
E-commerce earnings report beats all analyst expectations,Negative,Real Estate
Healthcare stocks gain on robust demand and strong outlook,Negative,Healthcare
New housing data release shows a slowdown in market activity,Positive,Technology
Market sentiment turns positive on vaccine trial results,Negative,Construction
Nikkei 225 index benefits from a weaker yen,Negative,Industrials
Automotive industry faces headwinds from rising material costs,Negative,Agriculture
Consumer Discretionary stocks outperform as spending increases,Positive,Utilities
Aerospace and Defense sector sees rally amid geopolitical tensions,Positive,Automotive
Consumer confidence index reaches a decade high,,Consumer Goods
Government spending bill is expected to stimulate the economy,Positive,Healthcare
A massive data breach sends a tech company's stock tumbling,Neutral,Retail
Semiconductor shortages weigh heavily on tech sector profits,Positive,Pharmaceuticals
Automotive industry faces headwinds from rising material costs,Positive,Consumer Goods
New housing data release shows a slowdown in market activity,Positive,Telecommunications
Geopolitical ceasefire prompts a broad market recovery,Negative,Aerospace & Defense
New housing data release shows a slowdown in market activity,Neutral,Pharmaceuticals
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,Pharmaceuticals
Unexpected rise in unemployment fuels market pessimism,,Technology
Government subsidy program gives a lift to the agriculture sector,Neutral,Industrials
Financial sector bracing for new capital requirements,,Agriculture
Banking stocks dip after a major scandal is revealed,Negative,Industrials
New IPO for a popular software firm is oversubscribed,Positive,Technology
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Agriculture
Automotive industry faces headwinds from rising material costs,Positive,Utilities
China's Shanghai Composite falls after new trade restrictions,Negative,Real Estate
E-commerce earnings report beats all analyst expectations,Neutral,Aerospace & Defense
Bond yields tumble as investors seek safe havens,Neutral,Pharmaceuticals
Geopolitical ceasefire prompts a broad market recovery,Negative,Industrials
,Positive,Utilities
Market sentiment turns positive on vaccine trial results,Neutral,Technology
Energy company's dividend hike excites shareholders,Negative,Consumer Goods
Mining company stock surges on commodity price boom,Positive,Transportation
Mining company stock surges on commodity price boom,Negative,Construction
New housing data release shows a slowdown in market activity,Neutral,Automotive
Media and Entertainment companies report a surge in streaming revenue,Neutral,Aerospace & Defense
Financial sector bracing for new capital requirements,Negative,Energy
Consumer Discretionary stocks outperform as spending increases,Negative,Transportation
Market braces for a major policy announcement from the EU,Neutral,Transportation
Energy company's dividend hike excites shareholders,Positive,Transportation
Central bank maintains status quo on interest rates,Neutral,Automotive
Banking stocks dip after a major scandal is revealed,Negative,Agriculture
E-commerce earnings report beats all analyst expectations,Positive,Retail
Healthcare stocks gain on robust demand and strong outlook,Positive,Real Estate
Consumer Discretionary stocks outperform as spending increases,Neutral,Automotive
ASX 200 gains on strong export performance,Neutral,Construction
Aerospace and Defense sector sees rally amid geopolitical tensions,Positive,Healthcare
Nikkei 225 index benefits from a weaker yen,Positive,Healthcare
Mining company stock surges on commodity price boom,Negative,Telecommunications
Geopolitical ceasefire prompts a broad market recovery,Negative,Consumer Goods
Central Bank's dovish tone hints at future rate cuts,Negative,Utilities
Government policy shift boosts renewable energy sector,Negative,Technology
Manufacturing PMI data signals economic expansion,Positive,Media & Entertainment
Central Bank Governor signals potential shift in policy,Negative,Energy
Banking stocks dip after a major scandal is revealed,Negative,Technology
New IPO for a popular software firm is oversubscribed,Neutral,Consumer Goods
Bond yields tumble as investors seek safe havens,Neutral,Automotive
Geopolitical ceasefire prompts a broad market recovery,Positive,Technology
Automotive industry faces headwinds from rising material costs,Neutral,Construction
Retail sales report surpasses all forecasts,Positive,Energy
Healthcare stocks gain on robust demand and strong outlook,Neutral,Utilities
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,Transportation
Retail sales report surpasses all forecasts,Neutral,Real Estate
Consumer confidence index reaches a decade high,Positive,Technology
Government subsidy program gives a lift to the agriculture sector,Positive,Materials
"Global trade talks collapse, causing market turmoil",,Agriculture
Unexpected rise in unemployment fuels market pessimism,Neutral,Finance
Aerospace and Defense sector sees rally amid geopolitical tensions,Negative,Industrials
New IPO for a popular software firm is oversubscribed,Negative,Aerospace & Defense
UK's FTSE 100 sees a boost from favorable trade data,Negative,Consumer Goods
Aerospace and Defense sector sees rally amid geopolitical tensions,Positive,Materials
Financial services stocks rally on strong profit margins,Negative,Pharmaceuticals
Dow Jones plunges as market fears recession,Negative,Utilities
Financial sector bracing for new capital requirements,Negative,Retail
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,Industrials
,Neutral,Automotive
Federal Reserve Chairman's speech causes market volatility,Positive,Real Estate
Government subsidy program gives a lift to the agriculture sector,Negative,Healthcare
Massive stock buyback program announced by a consumer goods company,Negative,Technology
Automotive industry faces headwinds from rising material costs,Negative,Industrials
,Negative,Materials
Consumer confidence index reaches a decade high,Neutral,Agriculture
Financial sector bracing for new capital requirements,Neutral,Materials
Mining company stock surges on commodity price boom,Neutral,Utilities
Supply chain issues impact manufacturing sector earnings,Positive,Consumer Goods
Unexpected rise in unemployment fuels market pessimism,Neutral,Healthcare
Consumer Discretionary stocks outperform as spending increases,Neutral,Materials
Manufacturing PMI data signals economic expansion,Positive,Telecommunications
,,Finance
E-commerce earnings report beats all analyst expectations,Positive,Materials
Real Estate sector shows signs of overheating as interest rates fall,Positive,Aerospace & Defense
Central Bank Governor signals potential shift in policy,Negative,Energy
Market braces for a major policy announcement from the EU,Negative,Real Estate
Aerospace and Defense sector sees rally amid geopolitical tensions,Positive,Real Estate
Manufacturing PMI data signals economic expansion,Neutral,Consumer Goods
Utilities sector remains stable during market fluctuations,Positive,Energy
A massive data breach sends a tech company's stock tumbling,Neutral,Automotive
Massive stock buyback program announced by a consumer goods company,Neutral,Pharmaceuticals
China's Shanghai Composite falls after new trade restrictions,Negative,Automotive
Energy company's dividend hike excites shareholders,Positive,Transportation
Major oil spill sends energy stocks plummeting,Positive,Construction
,Positive,Materials
Record-high inflation data rattles investors,Negative,Pharmaceuticals
Healthcare stocks gain on robust demand and strong outlook,Negative,Utilities
Manufacturing PMI data signals economic expansion,Neutral,Retail
Geopolitical ceasefire prompts a broad market recovery,Positive,Construction
UK's FTSE 100 sees a boost from favorable trade data,Negative,Utilities
Semiconductor shortages weigh heavily on tech sector profits,Neutral,Automotive
Consumer Discretionary stocks outperform as spending increases,Neutral,Industrials
Automotive industry faces headwinds from rising material costs,Positive,Materials
Nikkei 225 index benefits from a weaker yen,Negative,Agriculture
